# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=16
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=1962688765
# chain_id=2
# iter=4000
# warmup=2000
# save_warmup=1
# thin=1
# refresh=400
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=saved_samples.txt_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,scale,boltzman_shift
-4.18255e+85,0,1.70518e-15,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.93794e-16,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,2.31266e-17,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,2.89206e-18,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,3.78234e-19,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,5.16332e-20,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,7.34345e-21,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.08616e-21,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.66789e-22,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,2.65469e-23,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,4.37284e-24,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,7.44359e-25,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.30759e-25,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,2.36734e-26,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,4.41183e-27,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,8.45351e-28,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.66356e-28,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,3.35871e-29,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,6.95042e-30,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.47282e-30,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,3.19307e-31,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,7.0766e-32,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.60197e-32,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,3.70149e-33,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,8.72325e-34,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,2.09542e-34,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,5.12713e-35,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.2771e-35,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,3.23648e-36,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,8.34024e-37,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,2.18431e-37,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,5.81116e-38,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.5697e-38,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,4.3031e-39,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,1.19665e-39,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,3.37435e-40,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,9.64454e-41,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,2.79304e-41,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,8.19252e-42,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,2.43306e-42,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,7.31369e-43,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,2.2245e-43,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-4.18255e+85,0,6.84391e-44,0,1,1,4.18255e+85,0.0703576,0.818021,0.111621,0.180171,4.13829
-2.53684e+85,1,2.12925e-44,1,1,0,3.91059e+85,0.0701407,0.818767,0.111092,0.180171,4.42676
-9.03119e+83,1,6.12388e-44,2,3,0,2.03248e+85,0.0690602,0.822472,0.108467,0.180171,6.35551
-1.56849e+83,1,1.73416e-43,1,1,0,6.8617e+83,0.0687523,0.823518,0.10773,0.180171,7.37098
-5.67562e+81,1,4.83708e-43,4,15,0,1.32125e+83,0.0683375,0.824922,0.10674,0.180171,9.2984
-1.49479e+81,1,1.32945e-42,3,7,0,4.49878e+81,0.0682242,0.825305,0.106471,0.180171,10.0738
-6.31215e+79,1,3.60178e-42,3,7,0,1.26066e+81,0.0680055,0.826042,0.105953,0.180171,11.9138
-1.78669e+79,1,9.62213e-42,2,3,0,5.05547e+79,0.0679397,0.826263,0.105797,0.180171,12.6478
-9.93721e+77,1,2.53562e-41,2,3,0,1.46866e+79,0.0678103,0.826698,0.105492,0.180171,14.3285
-2.5905e+77,1,6.59325e-41,3,7,0,7.87638e+77,0.0677617,0.826861,0.105377,0.180171,15.1107
-1.87822e+76,1,1.69223e-40,1,1,0,2.07562e+77,0.0676782,0.827141,0.105181,0.180171,16.6375
-4.42179e+75,1,4.28842e-40,2,3,0,1.47297e+76,0.0676393,0.827271,0.105089,0.180171,17.4792
-4.06458e+74,0.967742,1.07337e-39,4,31,1,3.47426e+75,0.0675821,0.827463,0.104955,0.180171,18.8682
-1.06187e+74,1,2.48194e-39,1,1,0,3.22448e+74,0.0675539,0.827557,0.104889,0.180171,19.6494
-1.06256e+73,1,6.06733e-39,1,1,0,8.3055e+73,0.06751,0.827704,0.104786,0.180171,20.9891
-2.33414e+72,1,1.46617e-38,3,7,0,8.29005e+72,0.0674843,0.82779,0.104725,0.180171,21.8713
-2.92468e+71,1,3.50324e-38,1,1,0,1.8048e+72,0.0674521,0.827898,0.10465,0.180171,23.0803
-5.86344e+70,1,8.27875e-38,1,1,0,2.26886e+71,0.0674296,0.827973,0.104597,0.180171,24.0157
-8.66695e+69,1,1.93544e-37,3,7,0,4.51906e+70,0.067405,0.828056,0.104539,0.180171,25.1285
-1.66587e+69,1,4.47733e-37,3,7,0,6.71184e+69,0.0673855,0.828121,0.104494,0.180171,26.0885
-2.77379e+68,1,1.02515e-36,2,3,0,1.28494e+69,0.0673658,0.828187,0.104447,0.180171,27.1321
-5.29938e+67,1,2.32373e-36,1,1,0,2.14825e+68,0.067349,0.828243,0.104408,0.180171,28.0956
-9.60243e+66,1,5.21563e-36,3,7,0,4.09691e+67,0.0673328,0.828297,0.10437,0.180171,29.09
-1.86708e+66,1,1.15944e-35,3,7,0,7.44495e+66,0.0673183,0.828345,0.104336,0.180171,30.0433
-3.59882e+65,1,2.55329e-35,1,1,0,1.4472e+66,0.0673047,0.828391,0.104304,0.180171,31.0017
-7.21218e+64,1,5.57122e-35,1,1,0,2.79507e+65,0.0672921,0.828433,0.104275,0.180171,31.9375
-1.4594e+64,1,1.20472e-34,1,1,0,5.60489e+64,0.0672804,0.828472,0.104248,0.180171,32.8676
-3.02981e+63,1,2.5822e-34,1,1,0,1.13593e+64,0.0672695,0.828509,0.104222,0.180171,33.7829
-6.39101e+62,1,5.48709e-34,1,1,0,2.36078e+63,0.0672592,0.828543,0.104198,0.180171,34.6888
-1.37585e+62,1,1.15617e-33,1,1,0,4.9868e+62,0.0672497,0.828575,0.104176,0.180171,35.5829
-3.01366e+61,1,2.41606e-33,3,7,0,1.07492e+62,0.0672407,0.828605,0.104155,0.180171,36.467
-6.72213e+60,1,5.00808e-33,1,1,0,2.3578e+61,0.0672322,0.828633,0.104135,0.180171,37.3405
-1.52527e+60,1,1.02988e-32,2,3,0,5.26646e+60,0.0672242,0.82866,0.104116,0.180171,38.204
-3.52015e+59,1,2.10145e-32,4,15,0,1.19668e+60,0.0672166,0.828685,0.104098,0.180171,39.0576
-8.2589e+58,1,4.25544e-32,1,1,0,2.76581e+59,0.0672095,0.828709,0.104082,0.180171,39.9017
-1.9692e+58,1,8.5531e-32,1,1,0,6.49863e+58,0.0672027,0.828731,0.104066,0.180171,40.7363
-4.76971e+57,1,1.70656e-31,2,3,0,1.5518e+58,0.0671963,0.828753,0.104051,0.180171,41.5618
-1.17323e+57,1,3.38068e-31,1,1,0,3.76437e+57,0.0671902,0.828773,0.104037,0.180171,42.3784
-2.92961e+56,1,6.65011e-31,1,1,0,9.27353e+56,0.0671843,0.828793,0.104023,0.180171,43.1862
-7.42397e+55,1,1.29914e-30,3,7,0,2.31922e+56,0.0671788,0.828811,0.10401,0.180171,43.9854
-1.90863e+55,1,2.52084e-30,3,7,0,5.88628e+55,0.0671735,0.828829,0.103998,0.180171,44.7762
-4.97662e+54,1,4.85904e-30,1,1,0,1.51567e+55,0.0671685,0.828846,0.103986,0.180171,45.5588
-4.97662e+54,0,1.48884e-28,0,1,1,4.97662e+54,0.0671685,0.828846,0.103986,0.180171,45.5588
-4.97662e+54,0,3.47653e-28,0,1,1,4.97662e+54,0.0671685,0.828846,0.103986,0.180171,45.5588
-2.84108e+54,1,3.42784e-29,1,1,0,4.56492e+54,0.0671685,0.828846,0.103986,0.180171,45.8852
-1.99877e+54,1,3.57011e-29,1,1,0,2.72465e+54,0.0671684,0.828846,0.103986,0.180171,46.0899
-1.26566e+54,1,4.82879e-29,1,1,0,1.87568e+54,0.0671684,0.828846,0.103986,0.180171,46.356
-6.17937e+53,1,7.55147e-29,1,1,0,1.1211e+54,0.0671684,0.828846,0.103986,0.180171,46.7734
-2.19594e+53,1,1.28543e-28,6,63,0,5.13304e+53,0.0671684,0.828846,0.103986,0.180171,47.3758
-6.55482e+52,1,2.30019e-28,2,3,0,1.77394e+53,0.0671684,0.828846,0.103986,0.180171,48.0798
-1.85836e+52,1,4.23551e-28,2,3,0,5.25832e+52,0.0671684,0.828846,0.103986,0.180171,48.8137
-5.13065e+51,1,7.91692e-28,2,3,0,1.48579e+52,0.0671683,0.828846,0.103986,0.180171,49.5631
-1.40463e+51,1,1.48884e-27,1,1,0,4.09785e+51,0.0671683,0.828846,0.103986,0.180171,50.3174
-3.85496e+50,1,2.80032e-27,5,31,0,1.12222e+51,0.0671683,0.828846,0.103985,0.180171,51.0702
-1.06837e+50,1,5.24707e-27,2,3,0,3.08366e+50,0.0671683,0.828846,0.103985,0.180171,51.8174
-3.00427e+49,1,9.76841e-27,1,1,0,8.56188e+49,0.0671683,0.828846,0.103985,0.180171,52.5561
-8.59847e+48,1,1.80372e-26,3,7,0,2.41314e+49,0.0671682,0.828846,0.103985,0.180171,53.2845
-2.50972e+48,1,3.29959e-26,1,1,0,6.92481e+48,0.0671682,0.828846,0.103985,0.180171,54.0015
-7.47935e+47,1,5.97581e-26,5,31,0,2.02705e+48,0.0671682,0.828847,0.103985,0.180171,54.7064
-2.27724e+47,1,1.07105e-25,2,3,0,6.05947e+47,0.0671682,0.828847,0.103985,0.180171,55.3988
-7.08531e+46,1,1.89944e-25,1,1,0,1.85084e+47,0.0671682,0.828847,0.103985,0.180171,56.0786
-2.25267e+46,1,3.333e-25,1,1,0,5.77764e+46,0.0671682,0.828847,0.103985,0.180171,56.7458
-7.31675e+45,1,5.78735e-25,1,1,0,1.84308e+46,0.0671681,0.828847,0.103985,0.180171,57.4005
-2.42695e+45,1,9.94557e-25,1,1,0,6.00671e+45,0.0671681,0.828847,0.103985,0.180171,58.0431
-8.21718e+44,1,1.69192e-24,1,1,0,1.99919e+45,0.0671681,0.828847,0.103985,0.180171,58.6736
-2.83841e+44,1,2.84997e-24,2,3,0,6.79186e+44,0.0671681,0.828847,0.103985,0.180171,59.2926
-9.99711e+43,1,4.75477e-24,1,1,0,2.35399e+44,0.0671681,0.828847,0.103985,0.180171,59.9002
-3.58812e+43,1,7.85908e-24,1,1,0,8.31866e+43,0.0671681,0.828847,0.103985,0.180171,60.4968
-1.31158e+43,1,1.28734e-23,2,3,0,2.99555e+43,0.0671681,0.828847,0.103985,0.180171,61.0827
-4.87977e+42,1,2.09037e-23,1,1,0,1.09854e+43,0.0671681,0.828847,0.103985,0.180171,61.6584
-1.84684e+42,1,3.36578e-23,4,15,0,4.10021e+42,0.067168,0.828847,0.103985,0.180171,62.2242
-7.10614e+41,1,5.37535e-23,1,1,0,1.55667e+42,0.067168,0.828847,0.103985,0.180171,62.7803
-2.77824e+41,1,8.51737e-23,1,1,0,6.00804e+41,0.067168,0.828847,0.103985,0.180171,63.3271
-1.10307e+41,1,1.33937e-22,3,7,0,2.35599e+41,0.067168,0.828847,0.103985,0.180171,63.8649
-4.4453e+40,1,2.09076e-22,1,1,0,9.38169e+40,0.067168,0.828847,0.103985,0.180171,64.3941
-1.81739e+40,1,3.24061e-22,1,1,0,3.79164e+40,0.067168,0.828847,0.103985,0.180171,64.9149
-7.5341e+39,1,4.98856e-22,1,1,0,1.5545e+40,0.067168,0.828847,0.103985,0.180171,65.4276
-3.16554e+39,1,7.62868e-22,3,7,0,6.4619e+39,0.067168,0.828847,0.103985,0.180171,65.9325
-1.34741e+39,1,1.15917e-21,1,1,0,2.72228e+39,0.067168,0.828847,0.103985,0.180171,66.4298
-5.80769e+38,1,1.75049e-21,3,7,0,1.16175e+39,0.067168,0.828847,0.103985,0.180171,66.9198
-2.53383e+38,1,2.62772e-21,2,3,0,5.02015e+38,0.067168,0.828847,0.103985,0.180171,67.4027
-1.11854e+38,1,3.92185e-21,1,1,0,2.19564e+38,0.067168,0.828847,0.103985,0.180171,67.8789
-4.99412e+37,1,5.82069e-21,2,3,0,9.7158e+37,0.0671679,0.828847,0.103985,0.180171,68.3483
-2.25447e+37,1,8.5923e-21,1,1,0,4.34813e+37,0.0671679,0.828847,0.103985,0.180171,68.8114
-1.02862e+37,1,1.26174e-20,1,1,0,1.96733e+37,0.0671679,0.828847,0.103985,0.180171,69.2683
-4.74188e+36,1,1.84344e-20,3,7,0,8.99605e+36,0.0671679,0.828847,0.103985,0.180171,69.7192
-2.20795e+36,0.990476,2.68012e-20,6,105,1,4.15608e+36,0.0671679,0.828848,0.103985,0.180171,70.1643
-1.0744e+36,1,3.78898e-20,1,1,0,1.9539e+36,0.0671679,0.828848,0.103985,0.180171,70.5837
-5.14616e+35,1,5.45814e-20,2,3,0,9.47483e+35,0.0671679,0.828848,0.103985,0.180171,71.0123
-2.47027e+35,1,7.82746e-20,1,1,0,4.54041e+35,0.0671679,0.828848,0.103985,0.180171,71.4396
-1.19414e+35,1,1.11766e-19,5,31,0,2.18285e+35,0.0671679,0.828848,0.103985,0.180171,71.8628
-5.81952e+34,1,1.58914e-19,1,1,0,1.05708e+35,0.0671679,0.828848,0.103985,0.180171,72.2813
-5.81952e+34,0,9.00107e-19,0,1,1,5.81952e+34,0.0671679,0.828848,0.103985,0.180171,72.2813
-5.81952e+34,0,2.10181e-18,0,1,1,5.81952e+34,0.0671679,0.828848,0.103985,0.180171,72.2813
-3.95283e+34,1,2.07237e-19,1,1,0,5.54116e+34,0.0671679,0.828848,0.103985,0.180171,72.5065
-2.96771e+34,1,2.15838e-19,1,1,0,3.83669e+34,0.0671679,0.828848,0.103984,0.180171,72.6734
-1.99792e+34,1,2.91934e-19,1,1,0,2.82061e+34,0.0671679,0.828848,0.103984,0.180171,72.9038
-1.03647e+34,1,4.56539e-19,2,3,0,1.79333e+34,0.0671679,0.828848,0.103984,0.180171,73.2859
-3.81977e+33,1,7.77131e-19,1,1,0,8.66564e+33,0.0671679,0.828848,0.103984,0.180171,73.8672
-1.15322e+33,1,1.39063e-18,2,3,0,3.09107e+33,0.0671679,0.828848,0.103984,0.180171,74.5645
-3.30593e+32,1,2.56066e-18,1,1,0,9.26628e+32,0.0671679,0.828848,0.103984,0.180171,75.292
-9.22854e+31,1,4.78633e-18,1,1,0,2.64735e+32,0.0671679,0.828848,0.103984,0.180171,76.0349
-2.55389e+31,1,9.00107e-18,1,1,0,7.3822e+31,0.0671678,0.828848,0.103984,0.180171,76.7829
-7.08288e+30,1,1.69299e-17,4,15,0,2.04349e+31,0.0671678,0.828848,0.103984,0.180171,77.5297
-1.98295e+30,1,3.17222e-17,1,1,0,5.67402e+30,0.0671678,0.828848,0.103984,0.180171,78.2709
-5.63076e+29,1,5.90568e-17,1,1,0,1.59139e+30,0.0671678,0.828848,0.103984,0.180171,79.0039
-1.62679e+29,1,1.09047e-16,4,15,0,4.52913e+29,0.0671678,0.828848,0.103984,0.180171,79.7269
-4.79136e+28,1,1.99483e-16,6,63,0,1.31192e+29,0.0671678,0.828848,0.103984,0.180171,80.4386
-1.44035e+28,1,3.61279e-16,1,1,0,3.875e+28,0.0671678,0.828848,0.103984,0.180171,81.1384
-4.4222e+27,1,6.47524e-16,1,1,0,1.16842e+28,0.0671678,0.828848,0.103984,0.180171,81.826
-1.38699e+27,1,1.14834e-15,1,1,0,3.5987e+27,0.0671678,0.828848,0.103984,0.180171,82.5011
-4.44388e+26,1,2.01503e-15,1,1,0,1.13239e+27,0.0671678,0.828848,0.103984,0.180171,83.1638
-1.45414e+26,1,3.49885e-15,2,3,0,3.64023e+26,0.0671678,0.828848,0.103984,0.180171,83.8143
-4.85793e+25,1,6.01279e-15,4,15,0,1.19517e+26,0.0671678,0.828848,0.103984,0.180171,84.4526
-1.65616e+25,1,1.02288e-14,4,15,0,4.00625e+25,0.0671678,0.828848,0.103984,0.180171,85.0792
-5.75883e+24,1,1.72301e-14,1,1,0,1.3704e+25,0.0671678,0.828848,0.103984,0.180171,85.6943
-2.04132e+24,1,2.87459e-14,3,7,0,4.78114e+24,0.0671678,0.828848,0.103984,0.180171,86.2981
-7.37198e+23,1,4.75136e-14,2,3,0,1.70038e+24,0.0671678,0.828848,0.103984,0.180171,86.8912
-2.71082e+23,1,7.78288e-14,6,63,0,6.16082e+23,0.0671677,0.828848,0.103984,0.180171,87.4737
-1.0144e+23,1,1.26377e-13,1,1,0,2.27276e+23,0.0671677,0.828848,0.103984,0.180171,88.046
-3.86065e+22,1,2.03485e-13,2,3,0,8.53174e+22,0.0671677,0.828848,0.103984,0.180171,88.6085
-1.49351e+22,1,3.24977e-13,1,1,0,3.25715e+22,0.0671677,0.828848,0.103984,0.180171,89.1614
-5.86967e+21,1,5.14934e-13,1,1,0,1.26389e+22,0.0671677,0.828848,0.103984,0.180171,89.7052
-2.34231e+21,1,8.09741e-13,2,3,0,4.98205e+21,0.0671677,0.828848,0.103984,0.180171,90.2401
-9.48588e+20,1,1.26401e-12,2,3,0,1.99391e+21,0.0671677,0.828848,0.103984,0.180171,90.7664
-3.89668e+20,1,1.95918e-12,1,1,0,8.09795e+20,0.0671677,0.828848,0.103984,0.180171,91.2844
-1.62289e+20,1,3.01593e-12,1,1,0,3.3358e+20,0.0671677,0.828848,0.103984,0.180171,91.7944
-6.84948e+19,1,4.61207e-12,2,3,0,1.39306e+20,0.0671677,0.828848,0.103984,0.180171,92.2967
-2.92826e+19,1,7.00798e-12,2,3,0,5.89507e+19,0.0671677,0.828848,0.103984,0.180171,92.7915
-1.26753e+19,1,1.05829e-11,4,15,0,2.52674e+19,0.0671677,0.828848,0.103984,0.180171,93.279
-5.55305e+18,1,1.58864e-11,2,3,0,1.09648e+19,0.0671677,0.828848,0.103984,0.180171,93.7595
-2.46125e+18,1,2.37103e-11,1,1,0,4.81546e+18,0.0671677,0.828848,0.103984,0.180171,94.2333
-1.10324e+18,1,3.51901e-11,3,7,0,2.13942e+18,0.0671677,0.828848,0.103984,0.180171,94.7005
-4.99939e+17,1,5.19464e-11,3,7,0,9.61211e+17,0.0671677,0.828848,0.103984,0.180171,95.1614
-2.28955e+17,1,7.62811e-11,2,3,0,4.36565e+17,0.0671677,0.828848,0.103984,0.180171,95.6161
-1.05932e+17,1,1.11449e-10,1,1,0,2.00373e+17,0.0671677,0.828848,0.103984,0.180171,96.0648
-4.95005e+16,1,1.62032e-10,1,1,0,9.29065e+16,0.0671677,0.828848,0.103984,0.180171,96.5078
-2.33544e+16,1,2.34454e-10,1,1,0,4.35046e+16,0.0671677,0.828848,0.103984,0.180171,96.9452
-1.11219e+16,1,3.37684e-10,2,3,0,2.05673e+16,0.0671677,0.828848,0.103984,0.180171,97.3772
-5.34464e+15,1,4.84191e-10,2,3,0,9.81402e+15,0.0671677,0.828848,0.103984,0.180171,97.8039
-2.59105e+15,1,6.91251e-10,1,1,0,4.72525e+15,0.0671677,0.828848,0.103984,0.180171,98.2254
-1.26689e+15,1,9.82703e-10,3,7,0,2.29508e+15,0.0671677,0.828848,0.103984,0.180171,98.642
-6.246e+14,1,1.39133e-09,2,3,0,1.12423e+15,0.0671677,0.828848,0.103984,0.180171,99.0538
-3.10431e+14,1,1.96204e-09,1,1,0,5.55255e+14,0.0671677,0.828848,0.103984,0.180171,99.4609
-1.555e+14,1,2.75616e-09,4,15,0,2.76445e+14,0.0671677,0.828848,0.103984,0.180171,99.8634
-7.8488e+13,1,3.85717e-09,1,1,0,1.3871e+14,0.0671677,0.828848,0.103984,0.180171,100.261
-3.99113e+13,1,5.37827e-09,2,3,0,7.01291e+13,0.0671677,0.828848,0.103984,0.180171,100.655
-2.04419e+13,1,7.47259e-09,2,3,0,3.57182e+13,0.0671677,0.828848,0.103984,0.180171,101.045
-1.05438e+13,1,1.03465e-08,3,7,0,1.8323e+13,0.0671677,0.828848,0.103984,0.180171,101.43
-5.47579e+12,1,1.42775e-08,2,3,0,9.46535e+12,0.0671677,0.828848,0.103984,0.180171,101.812
-2.86279e+12,1,1.96374e-08,1,1,0,4.92302e+12,0.0671677,0.828848,0.103984,0.180171,102.189
-1.50645e+12,1,2.69231e-08,1,1,0,2.57754e+12,0.0671676,0.828848,0.103984,0.180171,102.563
-7.97753e+11,1,3.67968e-08,2,3,0,1.35827e+12,0.0671676,0.828848,0.103984,0.180171,102.933
-4.25075e+11,1,5.01388e-08,5,31,0,7.2028e+11,0.0671676,0.828848,0.103984,0.180171,103.3
-2.27867e+11,1,6.81159e-08,4,15,0,3.84313e+11,0.0671676,0.828848,0.103984,0.180171,103.663
-1.22871e+11,1,9.22712e-08,2,3,0,2.06287e+11,0.0671676,0.828848,0.103984,0.180171,104.023
-6.66372e+10,1,1.2464e-07,2,3,0,1.11379e+11,0.0671676,0.828848,0.103984,0.180171,104.379
-3.63432e+10,1,1.679e-07,1,1,0,6.04804e+10,0.0671676,0.828848,0.103984,0.180171,104.732
-1.99306e+10,1,2.25566e-07,1,1,0,3.3026e+10,0.0671676,0.828848,0.103984,0.180171,105.082
-1.09888e+10,1,3.02241e-07,3,7,0,1.81332e+10,0.0671676,0.828848,0.103984,0.180171,105.428
-6.09109e+09,1,4.03941e-07,1,1,0,1.00097e+10,0.0671676,0.828848,0.103984,0.180171,105.772
-3.39401e+09,1,5.38508e-07,4,15,0,5.5548e+09,0.0671676,0.828848,0.103984,0.180171,106.113
-1.90114e+09,1,7.16142e-07,3,7,0,3.09875e+09,0.0671676,0.828848,0.103984,0.180171,106.451
-1.07061e+09,1,9.50086e-07,1,1,0,1.73774e+09,0.0671676,0.828848,0.103984,0.180171,106.786
-6.06248e+08,1,1.2575e-06,3,7,0,9.79737e+08,0.0671676,0.828848,0.103984,0.180171,107.118
-3.45401e+08,1,1.66056e-06,1,1,0,5.55464e+08,0.0671676,0.828848,0.103984,0.180171,107.447
-1.98135e+08,1,2.18788e-06,3,7,0,3.16878e+08,0.0671676,0.828848,0.103984,0.180171,107.774
-1.14619e+08,1,2.87632e-06,6,63,0,1.82042e+08,0.0671676,0.828849,0.103984,0.180171,108.098
-6.70614e+07,1,3.77324e-06,1,1,0,1.055e+08,0.0671676,0.828849,0.103984,0.180171,108.42
