# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=17
# stan_version_patch=0
# init=random
# enable_random_init=0
# seed=1145810960
# chain_id=0
# iter=16000
# warmup=8000
# save_warmup=1
# thin=1
# refresh=1600
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=saved_samples.txt_0.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,weights.1,weights.2,weights.3,weights.4,weights.5,scale,boltzman_shift
-2.92223e+88,0,2.12925e-44,0,1,1,2.92223e+88,0.162941,0.165063,0.0559073,0.210223,0.405865,0.48061,2.59082
-3.54923e+87,1,6.69692e-45,2,3,0,2.28784e+88,0.152552,0.214005,0.0524328,0.204024,0.376986,0.48061,3.71626
-4.16432e+86,1,1.92137e-44,1,1,0,2.78385e+87,0.141613,0.27781,0.0477682,0.193394,0.339415,0.48061,4.84142
-5.38683e+85,1,5.42855e-44,1,1,0,3.24736e+86,0.130612,0.352713,0.0422171,0.178673,0.295784,0.48061,5.89525
-6.67595e+84,1,1.51099e-43,3,7,0,4.21069e+85,0.118677,0.440666,0.0356929,0.159455,0.24551,0.48061,6.95138
-9.25668e+83,0.987013,4.14479e-43,6,77,1,5.19479e+84,0.106498,0.52877,0.0292309,0.139089,0.196412,0.48061,7.93625
-1.37932e+83,1,1.09003e-42,1,1,0,7.19531e+83,0.0939321,0.610301,0.0233881,0.120013,0.152365,0.48061,8.88073
-1.8598e+82,1,2.90767e-42,1,1,0,1.07725e+83,0.0802131,0.684845,0.0182357,0.103167,0.113539,0.48061,9.88215
-2.94988e+81,1,7.6519e-42,3,7,0,1.44622e+82,0.0676988,0.738261,0.0147231,0.0928032,0.0865139,0.48061,10.8173
-4.23762e+80,1,1.98726e-41,1,1,0,2.29842e+81,0.0556299,0.779108,0.0121677,0.0870836,0.0660107,0.48061,11.8177
-6.90068e+79,1,5.09495e-41,1,1,0,3.29155e+80,0.0458908,0.804561,0.0106371,0.0863052,0.0526057,0.48061,12.7623
-1.04402e+79,1,1.28991e-40,2,3,0,5.36301e+79,0.0374661,0.821918,0.00958714,0.0886304,0.0423979,0.48061,13.7483
-1.74813e+78,1,3.22582e-40,2,3,0,8.10464e+78,0.0309234,0.832142,0.00890915,0.0929737,0.0350518,0.48061,14.6812
-2.80657e+77,1,7.97097e-40,1,1,0,1.3572e+78,0.0254183,0.838823,0.00835877,0.0984347,0.0289655,0.48061,15.635
-4.86184e+76,1,1.94667e-39,2,3,0,2.17921e+77,0.0210677,0.843049,0.00787355,0.10392,0.0240903,0.48061,16.5483
-8.27427e+75,1,4.70004e-39,1,1,0,3.77477e+76,0.0174267,0.84624,0.00736795,0.109071,0.019894,0.48061,17.4706
-1.48529e+75,1,1.12216e-38,5,31,0,6.42832e+75,0.0144956,0.848758,0.00684728,0.113455,0.0164443,0.48061,18.3653
-2.66366e+74,1,2.65009e-38,1,1,0,1.15393e+75,0.0120563,0.850861,0.00630366,0.117229,0.0135505,0.48061,19.2611
-4.95821e+73,1,6.19197e-38,1,1,0,2.07108e+74,0.0100699,0.85257,0.00576075,0.120398,0.0112011,0.48061,20.1381
-9.31568e+72,1,1.43174e-37,2,3,0,3.85612e+73,0.0084228,0.85399,0.00522126,0.123096,0.00926968,0.48061,21.0109
-1.79906e+72,1,3.27691e-37,1,1,0,7.25115e+72,0.00707017,0.855153,0.0047013,0.125373,0.00770248,0.48061,21.8699
-3.52552e+71,1,7.4256e-37,2,3,0,1.40108e+72,0.0059483,0.856123,0.00420508,0.127305,0.00641914,0.48061,22.7218
-7.06373e+70,1,1.66632e-36,1,1,0,2.74805e+71,0.00502011,0.856915,0.00374159,0.128952,0.00537157,0.48061,23.5624
-1.43923e+70,1,3.70374e-36,1,1,0,5.5101e+70,0.00424755,0.8576,0.00331238,0.13033,0.0045095,0.48061,24.3945
-2.98996e+69,1,8.15575e-36,2,3,0,1.12375e+70,0.00360386,0.858086,0.00292293,0.131586,0.00380199,0.48061,25.2166
-6.31992e+68,1,1.77958e-35,1,1,0,2.33674e+69,0.00306531,0.858841,0.00256407,0.132322,0.00320757,0.48061,26.0297
-1.36105e+68,1,3.84846e-35,3,7,0,4.94631e+68,0.00261366,0.857746,0.00227239,0.134619,0.00274963,0.48061,26.8335
-3.08526e+67,1,8.24998e-35,2,3,0,1.08709e+68,0.00223364,0.866881,0.00186306,0.126831,0.00219133,0.48061,27.629
-3.08526e+67,0,1.75346e-34,0,1,1,3.08526e+67,0.00223364,0.866881,0.00186306,0.126831,0.00219133,0.48061,27.629
-2.56441e+67,1,5.44823e-35,1,1,0,3.01351e+67,0.00220052,0.861024,0.00192168,0.132599,0.00225507,0.48061,27.7077
-1.48159e+67,1,1.14873e-34,2,3,0,2.36788e+67,0.00207825,0.855887,0.00189825,0.137929,0.0022082,0.48061,27.9983
-1.48159e+67,0,2.40233e-34,0,1,1,1.48159e+67,0.00207825,0.855887,0.00189825,0.137929,0.0022082,0.48061,27.9983
-1.27992e+67,1,7.53699e-35,1,1,0,1.46448e+67,0.00204913,0.858849,0.00183607,0.135134,0.00213152,0.48061,28.0705
-7.66189e+66,1,1.56433e-34,2,3,0,1.18662e+67,0.00194347,0.860885,0.0017279,0.133453,0.00199079,0.48061,28.3395
-2.23576e+66,1,3.22164e-34,2,3,0,6.46304e+66,0.00169939,0.849946,0.00165856,0.14482,0.00187608,0.48061,29.0224
-2.23576e+66,0,6.58432e-34,0,1,1,2.23576e+66,0.00169939,0.849946,0.00165856,0.14482,0.00187608,0.48061,29.0224
-6.72807e+65,1,2.08648e-34,4,15,0,2.13063e+66,0.0015149,0.866137,0.00133351,0.129526,0.00148799,0.48061,29.6329
-3.24504e+65,1,4.23477e-34,2,3,0,6.41046e+65,0.00141049,0.855689,0.00134881,0.140058,0.00149365,0.48061,30.0059
-3.24504e+65,0,8.53256e-34,0,1,1,3.24504e+65,0.00141049,0.855689,0.00134881,0.140058,0.00149365,0.48061,30.0059
-3.08664e+65,1,2.72935e-34,1,1,0,3.23605e+65,0.00140486,0.857198,0.00132973,0.138596,0.00147193,0.48061,30.0266
-1.76029e+65,1,5.46323e-34,2,3,0,3.01333e+65,0.00132669,0.862637,0.00121364,0.133487,0.00133579,0.48061,30.3199
-1.76029e+65,0,2.17192e-33,0,1,1,1.76029e+65,0.00132669,0.862637,0.00121364,0.133487,0.00133579,0.48061,30.3199
-1.76029e+65,0,5.07156e-33,0,1,1,1.76029e+65,0.00132669,0.862637,0.00121364,0.133487,0.00133579,0.48061,30.3199
-8.44048e+64,1,5.00053e-34,1,1,0,1.55208e+65,0.00132226,0.862638,0.00121148,0.133498,0.00133027,0.48061,30.746
-5.75885e+64,1,5.20807e-34,1,1,0,8.0419e+64,0.00131997,0.862639,0.00121036,0.133503,0.00132742,0.48061,30.9677
-3.57353e+64,1,7.04423e-34,1,1,0,5.37769e+64,0.00131711,0.862641,0.00120896,0.133509,0.00132386,0.48061,31.2443
-1.7322e+64,1,1.10161e-33,2,3,0,3.15836e+64,0.00131278,0.862642,0.00120684,0.13352,0.00131849,0.48061,31.6642
-6.26432e+63,1,1.87518e-33,2,3,0,1.44307e+64,0.00130672,0.862645,0.00120386,0.133534,0.00131098,0.48061,32.2538
-1.92912e+63,1,3.35552e-33,2,3,0,5.08465e+63,0.00129975,0.862648,0.00120041,0.13355,0.00130236,0.48061,32.9367
-5.63972e+62,1,6.17875e-33,1,1,0,1.55457e+63,0.00129251,0.862651,0.00119682,0.133567,0.00129343,0.48061,33.6497
-1.60591e+62,1,1.15492e-32,2,3,0,4.52922e+62,0.00128515,0.862653,0.00119315,0.133584,0.00128439,0.48061,34.3779
-4.53261e+61,1,2.17192e-32,2,3,0,1.28826e+62,0.00127779,0.862656,0.00118946,0.133601,0.00127536,0.48061,35.1113
-1.28175e+61,1,4.08511e-32,2,3,0,3.63692e+61,0.00127049,0.862659,0.00118577,0.133618,0.00126642,0.48061,35.8436
-3.65759e+60,1,7.65442e-32,4,15,0,1.02964e+61,0.00126328,0.862662,0.00118212,0.133635,0.00125763,0.48061,36.5706
-1.0582e+60,1,1.42501e-31,1,1,0,2.9434e+60,0.00125619,0.862665,0.00117851,0.133652,0.001249,0.48061,37.2897
-3.11356e+59,1,2.63126e-31,3,7,0,8.53476e+59,0.00124924,0.862667,0.00117495,0.133668,0.00124057,0.48061,37.999
-9.33502e+58,1,4.81344e-31,2,3,0,2.51766e+59,0.00124244,0.86267,0.00117145,0.133684,0.00123233,0.48061,38.6973
-2.85534e+58,1,8.7175e-31,1,1,0,7.56971e+58,0.00123579,0.862672,0.001168,0.1337,0.00122429,0.48061,39.3841
-8.91585e+57,1,1.56245e-30,1,1,0,2.32234e+58,0.00122929,0.862674,0.00116463,0.133715,0.00121646,0.48061,40.059
-2.84276e+57,1,2.7709e-30,5,31,0,7.27432e+57,0.00122295,0.862677,0.00116131,0.13373,0.00120883,0.48061,40.7217
-9.25513e+56,1,4.86218e-30,1,1,0,2.32687e+57,0.00121675,0.862679,0.00115806,0.133745,0.00120139,0.48061,41.3723
-3.07608e+56,1,8.44257e-30,2,3,0,7.60049e+56,0.0012107,0.862681,0.00115487,0.133759,0.00119415,0.48061,42.011
-1.04337e+56,1,1.45086e-29,2,3,0,2.53454e+56,0.00120479,0.862683,0.00115174,0.133773,0.00118709,0.48061,42.6378
-3.61004e+55,1,2.46817e-29,2,3,0,8.62554e+55,0.00119902,0.862685,0.00114867,0.133787,0.00118021,0.48061,43.2532
-1.27352e+55,1,4.15753e-29,1,1,0,2.99437e+55,0.00119339,0.862687,0.00114567,0.133801,0.00117351,0.48061,43.8573
-4.57812e+54,1,6.93625e-29,3,7,0,1.05982e+55,0.00118788,0.862689,0.00114271,0.133814,0.00116697,0.48061,44.4504
-1.67615e+54,1,1.14648e-28,2,3,0,3.8224e+54,0.0011825,0.86269,0.00113982,0.133827,0.00116059,0.48061,45.033
-6.24652e+53,1,1.87797e-28,1,1,0,1.404e+54,0.00117724,0.862692,0.00113697,0.133839,0.00115437,0.48061,45.6053
-2.36819e+53,1,3.04943e-28,2,3,0,5.24896e+53,0.00117209,0.862694,0.00113418,0.133852,0.0011483,0.48061,46.1676
-9.12858e+52,1,4.91e-28,2,3,0,1.99623e+53,0.00116706,0.862695,0.00113144,0.133864,0.00114236,0.48061,46.7204
-3.57569e+52,1,7.84155e-28,1,1,0,7.71848e+52,0.00116213,0.862697,0.00112874,0.133876,0.00113657,0.48061,47.2638
-1.4225e+52,1,1.24251e-27,1,1,0,3.03246e+52,0.00115731,0.862698,0.0011261,0.133888,0.0011309,0.48061,47.7982
-5.74452e+51,1,1.95387e-27,2,3,0,1.20995e+52,0.00115258,0.8627,0.0011235,0.133899,0.00112536,0.48061,48.3239
-2.35366e+51,1,3.05e-27,3,7,0,4.90025e+51,0.00114796,0.862701,0.00112094,0.13391,0.00111994,0.48061,48.8413
-9.77936e+50,1,4.7274e-27,2,3,0,2.0134e+51,0.00114342,0.862702,0.00111842,0.133921,0.00111464,0.48061,49.3505
-4.1186e+50,1,7.27731e-27,4,15,0,8.3886e+50,0.00113897,0.862703,0.00111595,0.133932,0.00110945,0.48061,49.8519
-1.75738e+50,1,1.11287e-26,3,7,0,3.54235e+50,0.00113461,0.862705,0.00111351,0.133943,0.00110437,0.48061,50.3457
-7.59395e+49,1,1.69099e-26,3,7,0,1.51545e+50,0.00113033,0.862706,0.00111111,0.133953,0.00109939,0.48061,50.8322
-3.32182e+49,1,2.55362e-26,3,7,0,6.56523e+49,0.00112612,0.862707,0.00110875,0.133964,0.00109451,0.48061,51.3116
-1.47034e+49,1,3.83332e-26,1,1,0,2.87897e+49,0.001122,0.862708,0.00110643,0.133974,0.00108972,0.48061,51.7842
-6.58306e+48,1,5.72118e-26,2,3,0,1.2774e+49,0.00111795,0.862709,0.00110413,0.133984,0.00108503,0.48061,52.2501
-2.98019e+48,1,8.49121e-26,1,1,0,5.7327e+48,0.00111397,0.86271,0.00110188,0.133993,0.00108043,0.48061,52.7096
-1.36369e+48,1,1.25344e-25,6,63,0,2.60119e+48,0.00111005,0.862711,0.00109965,0.134003,0.00107591,0.48061,53.1629
-6.30518e+47,1,1.84063e-25,1,1,0,1.19292e+48,0.00110621,0.862712,0.00109746,0.134013,0.00107148,0.48061,53.6102
-2.94475e+47,1,2.68921e-25,1,1,0,5.52762e+47,0.00110243,0.862713,0.00109529,0.134022,0.00106712,0.48061,54.0516
-1.38879e+47,1,3.90976e-25,5,31,0,2.58707e+47,0.00109871,0.862714,0.00109316,0.134031,0.00106284,0.48061,54.4874
-6.61194e+46,1,5.65727e-25,1,1,0,1.22261e+47,0.00109505,0.862715,0.00109105,0.13404,0.00105864,0.48061,54.9177
-3.17693e+46,1,8.14815e-25,1,1,0,5.8325e+46,0.00109145,0.862716,0.00108897,0.134049,0.0010545,0.48061,55.3427
-1.54012e+46,1,1.16833e-24,3,7,0,2.80791e+46,0.0010879,0.862717,0.00108692,0.134058,0.00105044,0.48061,55.7625
-7.53104e+45,1,1.66796e-24,1,1,0,1.36381e+46,0.00108441,0.862718,0.00108489,0.134067,0.00104645,0.48061,56.1773
-3.71366e+45,1,2.37122e-24,2,3,0,6.68129e+45,0.00108097,0.862718,0.00108289,0.134075,0.00104252,0.48061,56.5873
-1.38829e+45,1,1.6786e-24,1,1,0,3.11246e+45,0.00108097,0.862718,0.00108289,0.134075,0.00104251,0.48061,57.1602
-1.38829e+45,0,2.41476e-23,0,1,1,1.38829e+45,0.00108097,0.862718,0.00108289,0.134075,0.00104251,0.48061,57.1602
-1.57864e+44,1,4.08097e-24,1,1,0,1.09379e+45,0.00108095,0.862718,0.00108289,0.134075,0.00104248,0.48061,58.426
-3.19817e+43,1,5.78154e-24,5,31,0,1.46691e+44,0.00108094,0.862718,0.00108288,0.134076,0.00104247,0.48061,59.3556
-1.23323e+43,1,9.47938e-24,2,3,0,3.06538e+43,0.00108093,0.862718,0.00108288,0.134076,0.00104246,0.48061,59.9105
-4.00435e+42,1,1.6786e-23,2,3,0,1.17185e+43,0.00108092,0.862718,0.00108288,0.134076,0.00104245,0.48061,60.5654
-2.79073e+42,1,3.09669e-23,1,1,0,3.8316e+42,0.00108092,0.862718,0.00108288,0.134076,0.00104244,0.48061,60.7756
-1.14382e+42,1,5.83003e-23,1,1,0,2.38074e+42,0.00108091,0.862718,0.00108288,0.134076,0.00104243,0.48061,61.295
-3.06688e+41,1,1.10627e-22,3,7,0,9.11994e+41,0.0010809,0.862718,0.00108287,0.134076,0.00104242,0.48061,62.0614
-8.60289e+40,1,2.09949e-22,2,3,0,2.45837e+41,0.00108089,0.862718,0.00108287,0.134076,0.00104241,0.48061,62.8015
-2.41081e+40,1,3.96559e-22,1,1,0,6.89512e+40,0.00108088,0.862718,0.00108287,0.134076,0.00104239,0.48061,63.5422
-6.89225e+39,1,7.43208e-22,1,1,0,1.93709e+40,0.00108087,0.862718,0.00108286,0.134076,0.00104238,0.48061,64.2712
-2.00823e+39,1,1.3794e-21,1,1,0,5.55162e+39,0.00108086,0.862718,0.00108286,0.134076,0.00104237,0.48061,64.9892
-5.98176e+38,1,2.53251e-21,1,1,0,1.62241e+39,0.00108086,0.862718,0.00108286,0.134076,0.00104235,0.48061,65.6944
-1.8228e+38,1,4.59642e-21,3,7,0,4.84796e+38,0.00108085,0.862718,0.00108286,0.134076,0.00104234,0.48061,66.3863
-5.68525e+37,1,8.24466e-21,3,7,0,1.48229e+38,0.00108084,0.862718,0.00108285,0.134076,0.00104233,0.48061,67.0647
-1.81494e+37,1,1.46146e-20,1,1,0,4.63939e+37,0.00108083,0.862718,0.00108285,0.134076,0.00104232,0.48061,67.7295
-5.9288e+36,1,2.56042e-20,2,3,0,1.48636e+37,0.00108082,0.862718,0.00108285,0.134076,0.00104231,0.48061,68.3809
-1.98092e+36,1,4.43442e-20,2,3,0,4.87299e+36,0.00108081,0.862718,0.00108285,0.134076,0.00104229,0.48061,69.0192
-6.76584e+35,1,7.59425e-20,1,1,0,1.63407e+36,0.0010808,0.862718,0.00108284,0.134077,0.00104228,0.48061,69.6447
-2.36077e+35,1,1.28646e-19,2,3,0,5.60136e+35,0.0010808,0.862718,0.00108284,0.134077,0.00104227,0.48061,70.2578
-8.40946e+34,1,2.15636e-19,2,3,0,1.96147e+35,0.00108079,0.862717,0.00108284,0.134077,0.00104226,0.48061,70.8588
-3.05606e+34,1,3.57783e-19,4,15,0,7.0119e+34,0.00108078,0.862717,0.00108284,0.134077,0.00104225,0.48061,71.4481
-1.13222e+34,1,5.87822e-19,1,1,0,2.55709e+34,0.00108077,0.862717,0.00108283,0.134077,0.00104224,0.48061,72.0263
-4.27335e+33,1,9.56664e-19,2,3,0,9.50612e+33,0.00108077,0.862717,0.00108283,0.134077,0.00104223,0.48061,72.5936
-1.64203e+33,1,1.54281e-18,7,127,0,3.6e+33,0.00108076,0.862717,0.00108283,0.134077,0.00104222,0.48061,73.1505
-6.41917e+32,1,2.46637e-18,5,31,0,1.38786e+33,0.00108075,0.862717,0.00108283,0.134077,0.00104221,0.48061,73.6974
-2.55142e+32,1,3.90967e-18,2,3,0,5.443e+32,0.00108074,0.862717,0.00108283,0.134077,0.0010422,0.48061,74.2346
-1.03043e+32,1,6.14749e-18,1,1,0,2.17022e+32,0.00108074,0.862717,0.00108282,0.134077,0.00104219,0.48061,74.7625
-4.22605e+31,1,9.59102e-18,1,1,0,8.79163e+31,0.00108073,0.862717,0.00108282,0.134077,0.00104218,0.48061,75.2814
-1.75905e+31,1,1.48515e-17,8,255,0,3.61642e+31,0.00108072,0.862717,0.00108282,0.134077,0.00104217,0.48061,75.7918
-7.42703e+30,1,2.28316e-17,4,15,0,1.50967e+31,0.00108072,0.862717,0.00108282,0.134077,0.00104216,0.48061,76.2938
-3.1792e+30,1,3.48563e-17,1,1,0,6.3921e+30,0.00108071,0.862717,0.00108282,0.134077,0.00104216,0.48061,76.7878
-1.37902e+30,1,5.28585e-17,1,1,0,2.7437e+30,0.00108071,0.862717,0.00108281,0.134077,0.00104215,0.48061,77.2741
-6.05852e+29,1,7.96424e-17,3,7,0,1.19329e+30,0.0010807,0.862717,0.00108281,0.134077,0.00104214,0.48061,77.753
-2.6947e+29,1,1.19253e-16,8,255,0,5.25618e+29,0.00108069,0.862717,0.00108281,0.134077,0.00104213,0.48061,78.2248
-1.21288e+29,1,1.77496e-16,1,1,0,2.34373e+29,0.00108069,0.862717,0.00108281,0.134077,0.00104212,0.48061,78.6896
-5.52211e+28,1,2.62659e-16,2,3,0,1.05749e+29,0.00108068,0.862717,0.00108281,0.134077,0.00104211,0.48061,79.1477
-2.54218e+28,1,3.86517e-16,1,1,0,4.82611e+28,0.00108068,0.862717,0.00108281,0.134077,0.00104211,0.48061,79.5994
-1.18293e+28,1,5.65716e-16,1,1,0,2.2269e+28,0.00108067,0.862717,0.0010828,0.134078,0.0010421,0.48061,80.0448
